id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
346,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
347,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
348,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
349,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
350,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
351,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
352,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
353,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
354,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
355,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
356,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
357,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
358,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
359,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
360,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
361,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
362,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
363,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
364,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
365,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
366,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
367,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
368,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
369,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
370,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
371,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
372,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
373,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
374,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
375,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
376,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
377,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
378,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
379,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
380,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
381,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
382,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
383,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
384,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
385,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
386,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
387,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
388,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
389,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
390,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
391,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
392,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
393,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
394,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
395,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
396,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
397,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
398,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
399,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
400,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
401,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
402,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
403,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
404,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
405,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
406,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
407,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
408,"Bangalore to Kannur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
409,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
410,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
411,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
412,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
413,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
414,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
415,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
416,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
417,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
418,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
419,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
420,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
421,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
422,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
423,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
424,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
425,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
426,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
427,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
428,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
429,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
430,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
431,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
432,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
433,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
434,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
435,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
436,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
437,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
438,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
439,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
440,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
441,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
442,"Kannur to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
443,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
444,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
445,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
446,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
447,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
448,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
449,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
450,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
451,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
452,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
453,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
454,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
455,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
456,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
457,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
458,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
459,"Kottayam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
